Region|Subregion|Country|City/station|PM10_annual_mean_ug/m3|PM10_year|note on converted PM10|PM2.5_annual_mean_ug/m3|PM2.5_year|note on converted PM2.5|nr_and_type_of_monitoring_stations|Temporal_coverage|reference_for_air_quality
EurHI|EurA|Norway|Bergen|19|2010||9|2011||1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Norway|Oslo|23|2011||13||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Norway|Stavanger|17|2011||8|2011||1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Norway|Trondheim|14|2011||8|2011||1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurB|Poland|Bialystok|33|2011||27|2011||1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurB|Poland|Bielsko-Biala|43|2011||34|2011||1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurB|Poland|Bydgoszcz|19|2010||17|2011||1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurB|Poland|Chelm|31|2011||22|2011||1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurB|Poland|Czestochowa|43|2011||37|2011||1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurB|Poland|Elblag|25|2011||18|2011||1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurB|Poland|Gdansk|24|2011||18|2011||6 background stations|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurB|Poland|Gdynia|18|2011||13||4|2 background stations|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurB|Poland|Gliwice|52|2011||34|2011||1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurB|Poland|Gorzów Wielkopolski|33|2011||17|2011||2 background stations|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurB|Poland|Grudziadz|23|2010||16||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurB|Poland|Inowroclaw|17|2010||12||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurB|Poland|Jelenia Góra|49|2011||35||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurB|Poland|Kalisz|34|2011||33|2011||1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurB|Poland|Katowice|50|2011||31|2011||1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurB|Poland|Kielce|42|2011||35|2011||2 background stations|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurB|Poland|Koszalin|26|2011||13|2011||1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurB|Poland|Kraków|59|2011||40|2011||2 background stations|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurB|Poland|Legnica|42|2011||30|2011||1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurB|Poland|Leszno|26|2011||19||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurB|Poland|Lódz|40|2011||25|2011||2 background stations|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurB|Poland|Lomza|34|2011||33|2011||1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurB|Poland|Lublin|32|2011||23|2011||2 background stations|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurB|Poland|Nowy Sacz|55|2011||40|2011||1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurB|Poland|Olsztyn|28|2011||20|2011||1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurB|Poland|Opole|39|2011||25|2011||1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurB|Poland|Ostrow Wielkopolski|39|2011||28||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurB|Poland|Pabianice|56|2010||40||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurB|Poland|Pila|33|2011||23||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurB|Poland|Piotrkow Trybunalski|44|2011||37|2011||2 background stations|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurB|Poland|Plock|35|2011||25||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurB|Poland|Poznan|39|2011||27|2011||2 background stations|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurB|Poland|Przemysl|45|2011||37|2011||2 background stations|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurB|Poland|Radom|39|2011||26|2011||2 background stations|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurB|Poland|Rybnik|59|2011||42||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurB|Poland|Rzeszów|42|2011||30|2011||1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurB|Poland|Slupsk|27|2011||19||4|3 background stations|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurB|Poland|Sosnowiec|60|2011||43||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurB|Poland|Suwalki|21|2011||15||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurB|Poland|Swidnica|39|2011||28||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurB|Poland|Szczecin|28|2011||16|2011||1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurB|Poland|Tarnów|41|2011||31|2011||1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurB|Poland|Tczew|22|2011||15||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurB|Poland|Torun|35|2010||23|2011||1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurB|Poland|Tychy|48|2011||34||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurB|Poland|Walbrzych||||22|2011||1 background station||European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurB|Poland|Warszawa|35|2011||26|2011||4 background stations|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurB|Poland|Wloclawek|24|2010||19|2011||1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurB|Poland|Wroclaw|48|2010||28|2011||1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurB|Poland|Zabrze|56|2011||40||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurB|Poland|Zamosc|36|2011||26|2011||1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurB|Poland|Zgierz|38|2011||30|2011||1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurB|Poland|Zielona Góra|23|2011||20|2011||1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurB|Poland|Zory|43|2011||33|2011||1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Portugal|Almada|26|2011||12|2011||1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Portugal|Amadora|21|2011||9||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Portugal|Barreiro|25|2011||11||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Portugal|Braga|20|2011||9||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Portugal|Faro|22|2011||10||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Portugal|Funchal|29|2010||12||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Portugal|Lisboa|28|2011||14|2011||2 background stations|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Portugal|Matosinhos|30|2011||13||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Portugal|Paredes|34|2011||14||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Portugal|Porto|31|2011||7|2011||1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Portugal|Seixal|39|2011||17||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Portugal|Setúbal|26|2011||11||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Portugal|Valongo|33|2011||14||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Portugal|Vila Franca de Xira|20|2011||8||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Portugal|Vila Nova de Gaia|26|2011||11||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurC|Russian Federation|Moscow|33|2009||22||4|2 urban background and 4 suburban background stations|97|European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.
EurHI|EurB|Slovakia|Banská Bystrica||||22|2011||1 background station||European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurB|Slovakia|Bratislava|31|2011||23||4|3 background stations|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurB|Slovakia|Košice|34|2011||26|2011||1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurB|Slovakia|Nitra|38|2011||24|2011||1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurB|Slovakia|Trencín|40|2011||29|2011||1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurB|Slovakia|Žilina|39|2011||32|2011||1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Slovenia|Ljubljana|31|2011||25|2011||2 background stations|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Slovenia|Maribor||||23|2011||1 background station||European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Spain|Albacete|31|2011||11|2011||1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|Spain|Alcorcón|24|2011||12|2011||1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
